depth,age,char Count_i  (#),char Vol_i  (cm3),char Con_i        (# cm-3),charAcc,charBkg         (# cm-2 yr-1),char Peak       (# cm-2 yr-1),thresh          1             (# cm-2 yr-1),thresh          2             (# cm-2 yr-1),thresh          3             (# cm-2 yr-1),thresh FinalPos                 (# cm-2 yr-1),thresh FinalNeg                 (# cm-2 yr-1),SNI    (index)         ,thresh GOF         (p-val),peaks         1           ,peaks         2           ,peaks         3           ,peaks         Final    ,peaks Insig.,peak           Mag              (# cm-2 peak-1),smPeak Frequ       (peaks 1ka-1),smFRIs       (yr*fire-1),nFRIs       (#),mFRI       (yr fire-1),mFRI_uCI      (yr fire-1),mFRI_lCI     (yr fire-1),WBLb      (yr),WBLb_uCI      (yr),WBLb_lCI     (yr fire-1),WBLc     (unitless),WBLc_uCI     (unitless),WBLc_lCI     (unitless)
1170.63,13161,130,1,130.25,3.6852,3.7238,-0.0385,0.7923,1.3981,2.0771,1.3981,-2.7377,4.65,0.71,0,0,0,0,0,0,5.74,166,,,,,,,,,,
1171.19,13181,75,1,75,2.0833,3.6821,-1.5988,0.7483,1.3368,1.9965,1.3368,-2.6814,4.65,0.69,0,0,0,0,0,0,5.77,166,,,,,,,,,,
1171.75,13201,104,1,103.6,2.756,3.6135,-0.8575,0.708,1.2803,1.9219,1.2803,-2.6273,4.63,0.63,0,0,0,0,0,0,5.8,166,,,,,,,,,,
1172.28,13221,127,1,127,3.2564,3.5218,-0.2654,0.6727,1.2302,1.8551,1.2302,-2.5761,4.6,0.69,0,0,0,0,0,0,5.83,166,,,,,,,,,,
1172.79,13241,135,1,134.8,3.4564,3.4162,0.0402,0.6443,1.1889,1.7993,1.1889,-2.529,4.57,0.6,0,0,0,0,0,0,5.85,166,,,,,,,,,,
1173.31,13261,140,1,140,3.5897,3.3072,0.2826,0.6245,1.1585,1.757,1.1585,-2.487,4.52,0.54,0,0,0,0,0,0,5.86,166,,,,,,,,,,
1173.82,13281,115,1,115.3,2.9564,3.2027,-0.2463,0.6143,1.1404,1.7301,1.1404,-2.4512,4.47,0.61,0,0,0,0,0,0,5.87,166,,,,,,,,,,
1174.33,13301,102,1,102,2.6154,3.1063,-0.4909,0.6136,1.1345,1.7183,1.1345,-2.4215,4.4,0.85,0,0,0,0,0,0,5.87,167,,,,,,,,,,
1174.85,13321,204,1,203.5,5.7551,3.0187,2.7364,0.6203,1.1381,1.7185,1.1381,-2.397,4.33,1,0,0,0,0,0,0,5.87,167,,,,,,,,,,
1175.41,13341,247,1,247,7.2647,2.9399,4.3248,0.6302,1.146,1.7243,1.146,-2.3758,4.25,0.99,1,1,1,1,0,100.3187,5.86,167,,,,,,,,,,
1176,13361,103,1,103,2.9429,2.8705,0.0724,0.6422,1.157,1.734,1.157,-2.3574,4.17,0.82,0,0,0,0,0,0,5.85,167,,,,,,,,,,
1176.57,13381,91,1,90.75,2.5749,2.8103,-0.2354,0.6561,1.1707,1.7474,1.1707,-2.3422,4.08,0.69,0,0,0,0,0,0,5.83,167,,,,,,,,,,
1177.14,13401,54,1,54,1.5,2.7586,-1.2586,0.6715,1.1867,1.7641,1.1867,-2.3304,4,0.85,0,0,0,0,0,0,5.8,168,,,,,,,,,,
1177.69,13421,59,1,59.4,1.6109,2.7137,-1.1027,0.6862,1.2024,1.781,1.2024,-2.3218,3.91,0.86,0,0,0,0,0,0,5.77,168,,,,,,,,,,
1178.24,13441,66,1,66,1.7368,2.6723,-0.9354,0.6983,1.2156,1.7954,1.2156,-2.3161,3.83,0.57,0,0,0,0,0,0,5.74,168,,,,,,,,,,
1178.76,13461,47,1,47.3,1.2105,2.6312,-1.4207,0.7074,1.2259,1.8071,1.2259,-2.3139,3.76,0.63,0,0,0,0,0,0,5.7,169,,,,,,,,,,
1179.28,13481,32,1,32,0.8,2.5891,-1.7891,0.713,1.2326,1.8151,1.2326,-2.3149,3.71,0.87,0,0,0,0,0,0,5.65,169,,,,,,,,,,
1179.78,13501,38,1,38.05,1.1031,2.5482,-1.445,0.7137,1.2341,1.8173,1.2341,-2.3184,3.66,0.66,0,0,0,0,0,0,5.61,169,,,,,,,,,,
